NAZEV;KOD_PRACOVISTE;KOD_LEKARNY;ICZ;ICO;MESTO;ULICE;PSC;LEKARNIK_PRIJMENI;LEKARNIK_JMENO;LEKARNIK_TITUL;WWW;EMAIL;TELEFON;FAX;ERP;TYP_LEKARNY;ZASILKOVY_PRODEJ;POHOTOVOST
Dr.Max L…K¡RNA;00213841148;74995067;74663000;28511298;Mikulov;Svobody 220/2;69201;Nevesel·;Milada;Mgr.;https://www.drmax.cz/;lek717@drmax.cz;225 574 717;;0;Z;;
Dr.Max L…K¡RNA;00201060492;27995580;27995004;28511298;Nymburk;SoudnÌ 38/1;28802;KamenÌËkov·;Pavla ;Mgr.;http://www.drmax.cz;nymburk.soudni@drmax.cz;225 574 615;;1;Z;;
Dr.Max L…K¡RNA;05995116000;05995260;05995116;28511298;Praha;Vr·ûsk· 1643/2a;15300;MÌsa¯;Jakub;PharmDr.;http://www.drmax.cz;praha.vrazska@dsmax.cz;225 574 554;;0;Z;;
Dr.Max L…K¡RNA;00214236600;04995015;04995173;28511298;Praha;Nuselsk· 1754/53c;14000;Roseck·;Martina;Mgr.;http://www.drmax.cz;lek706@drmax.cz;225 574 706;;0;Z;;
Dr.Max L…K¡RNA;00214236608;08995102;07995035;28511298;Praha;Lodûsk· 850/6;18100;Kotkov· ;Jarmila;Mgr.;http://www.drmax.cz;lek704@drmax.cz;225 574 704;;1;Z;ANO;
Dr.Max L…K¡RNA;00214236592;09995080;09995090;28511298;Praha;PodÏbradsk· 489/116;19800;Alm·öi NohaviËkov·;Janka;PharmDr.;http://www.drmax.cz;lek705@drmax.cz;225 574 705;;0;Z;;
Dr.Max L…K¡RNA;69651000000;69995640;69651000;28511298;VrchlabÌ;L·novsk· 1656;54301;Serbousek;Stanislav ;Mgr.   ;http://www.drmax.cz;lek137@drmax.cz;225 574 137;;1;Z;;
Dr.Max L…K¡RNA;00212758863;7199567;71364000;28511298;Boskovice;Otakara KubÌna 45;68001;Crh·kov·;Petra;Mgr.;https://www.drmax.cz/;lek697@drmax.cz;225 574 697;;0;Z;;
Dr.Max L…K¡RNA;72995275000;72995195;72995275;28511298;Brno;Libuöina t¯Ìda 578/19;62300;RozsÌvalov·;Jana;PharmDr.;http://www.drmax.cz;lek233@drmax.cz;225574233;;1;Z;;
Dr.Max L…K¡RNA;70653000000;70995480;70653000;28511298;ChoceÚ;T. G. Masaryka 407;56501;VodstrËilov·;MarkÈta;PharmDr. ;http://www.drmax.cz;chocen@drmax.cz;225574361;;1;Z;;
Dr.Max L…K¡RNA;93995078000;93995630;93995078;28511298;Z·b¯eh;Leötinsk· 2429/1;78901;Proch·zkov·;Lenka;Mgr.;http://www.drmax.cz;zabrehnm.lestinska@drmax.cz;225574392;;1;Z;;
Dr.Max L…K¡RNA;53364000000;53995430;53364000;28511298;Tanvald;Krkonoösk· 668;46841;Hlav·Ëkov·;Veronika;PharmDr.;http://www.drmax.cz;tanvald.krkonosska@drmax.cz, lek512@drmax.cz;225 574 512;;1;Z;;
Dr.Max L…K¡RNA;78578000000;78995520;78578000;28511298;ProstÏjov;Dukelsk· br·na 25/7;79601;FrÌdlov·;KatarÌna;Mgr.;http://www.drmax.cz;prostejov.dukelska@drmax.cz;225574295;;1;Z;;
Dr.Max L…K¡RNA;72995261000;72995175;72995261;28511298;Brno;n·mÏstÌ Svornosti 2573/6;61600;BoucnÌkov·;Eva;PharmDr.;http://www.drmax.cz;lek246@drmax.cz;225574246;;1;Z;;
Dr.Max L…K¡RNA;69649000000;69995630;69649000;28511298;Trutnov;éiûkova 515;54101;Broukov·;ZdeÚka;Mgr.;http://www.drmax.cz;trutnov.zizkova@drmax.cz;225 574 341;;1;Z;;
Dr.Max L…K¡RNA;53363000000;53995390;53363000;28511298;Jablonec nad Nisou;Budovatel˘ 3398/14;46601;Krulich;Daniel;Mgr.;http://www.drmax.cz;jablonec.budovatelu@drmax.cz;225 574 316;;1;Z;;
Dr.Max L…K¡RNA;10995087000;10996090;10995087;28511298;Praha;ävehlova 1391/32;10200;Strebrinis;Jana;PharmDr.;http://www.drmax.cz;lek375@drmax.cz;225574375;;1;Z;;
Dr.Max L…K¡RNA;08995081000;08995470;08995081;28511298;Praha;Lodûsk· 399/26;18100;HrdliËkov·;M·ria;Mgr.;http://www.drmax.cz;;225574502;;1;Z;;
Dr.Max L…K¡RNA;51559000000;51995840;51559000;28511298;Varnsdorf;»eskoslovenskÈ ml·deûe 3500;40747;R¸cker;MatÏj;Mgr.;http://www.drmax.cz;varnsdorf.cmladeze@drmax.cz;417560088;;1;Z;;
Dr.Max L…K¡RNA;78579000000;78995540;78579000;28511298;ProstÏjov;Jan·Ëkova 4266/13;79601;Grossmannov·;VladimÌra;Mgr.;http://www.drmax.cz;lek343@drmax.cz;225574343;;1;Z;;
Dr.Max L…K¡RNA;29995054000;29992680;29995054;28511298;Hostivice;Prost¯ednÌ 791;25301;SteÚkov·;Miroslava;Mgr.;http://www.drmax.cz;hostivice@drmax.cz;220612092;;1;Z;;
Dr.Max L…K¡RNA;92651000000;92995540;92651000;28511298;Hranice;Zborovsk· 2008;75301;LiËmanov·;Marie;Mgr.;http://www.drmax.cz;hranice.zborovska@drmax.cz;225574339;;1;Z;;
Dr.Max L…K¡RNA;92654000000;92995580;92654000;28511298;P¯erov;»echova 3491/26;75002;M·drov·;Jitka;Mgr.;http://www.drmax.cz/;lek390@drmax.cz;225574390;;1;Z;;
Dr.Max L…K¡RNA;51560000000;51995830;51560000;28511298;Rumburk;T¯Ìda 9. kvÏtna 1386/50;40801;Rudolfov·;Radmila;Mgr. ;http://www.drmax.cz;rumburk@drmax.cz;225574368;;1;Z;;
Dr.Max L…K¡RNA;68643000000;68995340;68643000;28511298;Moravsk· T¯ebov·;Svitavsk· 1501/29;57101;Prokeöov·;Dita;Mgr.;http://www.drmax.cz/, http://www.drmax.cz/;lek292@drmax.cz, lek292@drmax.cz;225574292;;1;Z;;
Dr.Max L…K¡RNA;03995051000;03995970;03995051;28511298;Praha;Seifertova 612/89;13000;Januöov·;Radka;Mgr.;http://www.drmax.cz;praha.seifertova@drmax.cz;225574395;;1;Z;;
Dr.Max L…K¡RNA;82674000000;82995780;82674000;28511298;Otrokovice;Jana éiûky 1930;76502;Vrbov·;Blanka;Mgr.;http://www.drmax.cz;lek262@drmax.cz, otrokovice@drmax.cz;225574262;;1;Z;;
Dr.Max L…K¡RNA;81725000000;81995380;81725000;28511298;Vyökov;U Jandovky 127/2;68201;VaöÌËkov·;Darina;Mgr.;http://www.drmax.cz;lek342@drmax.cz, vyskov.ujandovky@drmax.cz;225574342;;1;Z;;
Dr.Max L…K¡RNA;55492000000;55995420;55492000;28511298;LitomÏ¯ice;éeletick· 2277;41201;Chrvala;Radovan;Mgr.;http://www.drmax.cz;litomerice.zeleticka@drmax.cz;225574326;;1;Z;;
Dr.Max L…K¡RNA;27638000000;27995490;27638000;28511298;Nymburk;PodÏbradsk· 1037;28802;Jav˘rkov·;Kate¯ina;PharmDr.;http://www.drmax.cz;nymburk.podebradska@drmax.cz;325 533 045;;1;Z;;
Dr.Max L…K¡RNA;59847000001;59995610;59847000;28511298;⁄stÌ nad Labem;RevoluËnÌ 456/28;40001;Chabrov·;Lucie;PharmDr.;http://www.drmax.cz;lek546@drmax.cz;225574546;;0;Z;;
Dr.Max L…K¡RNA;92656000000;92995600;92656000;28511298;P¯erov;éelatovsk· 3564/42;75002;Doleûalov·;Silvie;Mgr. ;www.drmax..cz;prerov.zelatovska@drmax..cz;225574515;;1;Z;;
Dr.Max L…K¡RNA;63349000000;63995460;63349000;28511298;Nov· Paka;KomenskÈho 300;50901;Voj·Ëkov·;Hana;Mgr.;http://www.drmax.cz;novapaka@drmax.cz;225 574 362;;1;Z;;
Dr.Max L…K¡RNA;89100140000;89995890;89100140;28511298;Olomouc;Pavlovick· 272/18;77900;Smolov·;Lenka;PharmDr.;http://www.drmax.cz;olomouc.pavlovicka@drmax.cz;225574334;;1;Z;;
Dr.Max L…K¡RNA;72995239001;72995208;72995239;28511298;Brno;N·draûnÌ 418/1;60200;Rathouzsk·;Jana;Mgr.;www.drmax.cz;brno.nadrazni@drmax.cz;225574321;;1;Z;;
Dr.Max L…K¡RNA;70656000000;70995520;70656000;28511298;⁄stÌ nad OrlicÌ;Cihl·¯sk· 1516;56201;Bedn·¯ov·;Dana;Mgr.;http://www.drmax.cz;ustino.cihlarska@drmax.cz, lek534@drmax.cz;225 574 534;;1;Z;;
Dr.Max L…K¡RNA;00201647684;89996080;89101380;28511298;Olomouc;HnÏvotÌnsk· 984/56;77900;Vyslouûilov·;Petra;Mgr.;www.drmax.cz;lek639@drmax.cz;225574639;;0;Z;;
Dr.Max L…K¡RNA;00202941460;23995490;23305000;28511298;KolÌn;Smetanova 764;28002;Chudobov·;MarkÈta;Mgr.;http://www.drmax.cz;lek674@drmax.cz;225 574 674;;1;Z;;
Dr.Max L…K¡RNA;00203423293;04995004;04995174;28511298;Praha;Chilsk· 1061;14900;Pravdov·;Jana;Mgr.;http://www.drmax.cz;lek691@drmax.cz;225 574 691;;0;Z;;
Dr.Max L…K¡RNA;00203596052;7499564;74841000;28511298;Starovice; 900;69301;NevÌdalov·;Andrea ;PharmDr. ;https://www.drmax.cz/;lek661@drmax.cz;225 574 661;;0;Z;;
Dr.Max L…K¡RNA;00203716849;72995319;72995333;28511298;Brno;Kaötanov· 579/76;62000;Broû;Michal;Mgr.;https://www.drmax.cz/;lek679@drmax.cz;225 574 679;;0;Z;;
Dr.Max L…K¡RNA;00203716837;70995620;70643000;28511298;éamberk;N·draûnÌ 53;56401;Ad·mkov·;Eva;Mgr.;http://www.drmax.cz;lek677@drmax.cz;225 574 677;;1;Z;;
Dr.Max L…K¡RNA;00212583380;67995360;67062000;28511298;Turnov;Pr˘myslov· 2373;51101;Koökov·;Alena;Mgr.;http://www.drmax.cz;lek682@drmax.cz;225 574 682;;0;Z;;
Dr.Max L…K¡RNA;00203618737;08995700;08995099;28511298;Praha;œ·blick· 1061;18200;Chaloupkov·;Daniela;PharmDr.;http://www.drmax.cz;lek692@drmax.cz;225574692;;0;Z;;
Dr.Max L…K¡RNA;00203716867;72995321;72995138;28511298;Brno;Cimburkova 593/4;61200;K˙deæov·;Jana;PharmDr.;https://www.drmax.cz/;brno.cimburkova@drmax.cz, lek678@drmax.cz;225574678;;0;Z;ANO;
Dr.Max L…K¡RNA;08995061000;08995350;08995061;28511298;Praha;Voct·¯ova 2401/8;18000;Vondr·ökov·;Iva;PharmDr.;http://www.drmax.cz;prahavoc@drmax.cz;225574116;;1;Z;ANO;
Dr.Max L…K¡RNA;00213097078;01995920;01995113;28511298;Praha;Sp·len· 108/51;11000;Fibich;Tereza;Mgr.;http://www.drmax.cz;lek715@drmax.cz;225 574 715;;0;Z;;
Dr.Max L…K¡RNA;00213097070;06995760;06995083;28511298;Praha;VÌtÏznÈ n·mÏstÌ 1145/8;16000;P¯ikrylov·;Lenka;PharmDr;http://www.drmax.cz;lek647@drmax.cz;225 574 647;;0;Z;;
Dr.Max L…K¡RNA;00213160589;72995331;72995376;28511298;Brno;Lidick· 960/81;60200;Pliskov·;Radka;PharmDr.;https://www.drmax.cz;lek695@drmax.cz;225 574 695;;1;Z;;
Dr.Max L…K¡RNA;00200808246;80995690;80484000;28511298;StarÈ MÏsto;V˝chodnÌ 2260;68603;Mikulcov·;Martina;PharmDr.;drmax.cz;staremesto@drmax.cz;225 574 568;;0;Z;;
Dr.Max L…K¡RNA;00201117146;61995930;61565000;28511298;Hradec Kr·lovÈ;Piln·Ëkova 436/11;50003;Ibrmajerov·;Lucie;PharmDr.;http://www.drmax.cz;hradec@drmax.cz;225 574 038;;1;Z;ANO;
Dr.Max L…K¡RNA;73699000000;73995103;73699000;28511298;Ku¯im;Tyröova 1732/41;66434;Toch·Ëkov·;Helena;PharmDr.;http://www.drmax.cz;kurim@drmax.cz;225 574 241;;1;Z;;
Dr.Max L…K¡RNA;65582000001;65995730;65582000;28511298;Pardubice;PodÏbradsk· 293;53009;Ad·mek;Roman;PharmDr.;http://www.drmax.cz;lek349@drmax.cz;225 574 349;;1;Z;;
Dr.Max L…K¡RNA;53358000001;53995410;53358000;28511298;Jablonec nad Nisou;JateËnÌ 5156/4;46601;SenËakov·;Ludmila;Mgr.;http://www.drmax.cz;jablonec.jatecni@drmax.cz;225 574 351;;1;Z;ANO;
Dr.Max L…K¡RNA;77639000000;77995470;77639000;28511298;Byst¯ice pod Host˝nem;6. kvÏtna 47;76861;Vesel·;Eva;Mgr.;http://www.drmax.cz/;bystriceph@drmax.cz, lek298@drmax.cz;225574298;;1;Z;;
Dr.Max L…K¡RNA;04995146000;04996130;04995146;28511298;Praha;Dobronick· 504;14800;MatÏjka;Jakub;Mgr.;http://www.drmax.cz;praha.dobronicka@drmax.cz;225574296;;1;Z;;
Dr.Max L…K¡RNA;61582000000;61995760;61582000;28511298;Hradec Kr·lovÈ;VÌta NejedlÈho 1063/10;50003;Slukov·;Jana;Mgr.;http://www.drmax.cz;hradec.vnejedleho@drmax.cz;225 574 323;;1;Z;;
Dr.Max L…K¡RNA;04995082000;04995120;04995082;28511298;Praha;KrËsk· 1079/59;14000;Kaltenbrunerov·;Dana;Mgr.;http://www.drmax.cz;praha.krcska@drmax.cz;225574301;;1;Z;ANO;
Dr.Max L…K¡RNA;62653000000;62995550;62653000;28511298;Hlinsko;Ad·mkova t¯Ìda 188;53901;Slov·k;Frantiöek;Mgr.;http://www.drmax.cz;hlinsko.adamkova@drmax.cz, lek539@drmax.cz;225 574 539;;1;Z;;
Dr.Max L…K¡RNA;27617000000;27995500;27617000;28511298;Lys· nad Labem;Masarykova 652/36;28922;Kutl·kov·;Pavla ;Mgr.;http://www.drmax.cz;lysa@drmax.cz;225574421;;1;Z;;
Dr.Max L…K¡RNA;09995096000;29995760;09995096;28511298;Vestec;VÌdeÚsk· 679;25250;MichnÏviËov·;Hana;PharmDr.;http://www.drmax.cz;lek518@drmax.cz, vestec@drmax.cz;225574518;;0;Z;;
Dr.Max L…K¡RNA;04995138000;04996010;04995138;28511298;Praha;Michnova 1622/4;14900;Paterov·;Irena ;PharmDr.;http://www.drmax.cz;praha.michnova@drmax.cz, lek335@drmax.cz;225574335, 703895879;;1;Z;;
Dr.Max L…K¡RNA;28184000000;28995580;28184000;28511298;äestajovice;RevoluËnÌ 1412;25092;HladÌkov·;Monika;PharmDr.;http://www.drmax.cz;sestajovice@drmax.cz;225574519;;0;Z;;
Dr.Max L…K¡RNA;83649000000;83995340;83649000;28511298;Znojmo;Kucha¯ovick· 3611/11;66902;Papouökov·;Kate¯ina;Mgr.;http://www.drmax.cz;znojmo.kucharovicka@drmax.cz;542 213 980, 225 574 548;;1;Z;;
Dr.Max L…K¡RNA;72995293000;72995216;72995293;28511298;Brno;Jakuba ObrovskÈho 1389/1b;63500;H‰ringov·;Kate¯ina;PharmDr.;http://www.drmax.cz;lek319@drmax.cz;225574319;;1;Z;;
Dr.Max L…K¡RNA;50817000000;50995420;50817000;28511298;»esk· LÌpa;Erbenova 2906;47001;Syn·kov·;Klaudie;PharmDr.;http://www.drmax.cz;clipa.erbenova@drmax.cz;225574360;;1;Z;;
Dr.Max L…K¡RNA;06995068000;06995540;06995068;28511298;Praha;VÌtÏznÈ n·mÏstÌ 997/13;16000;P·lenÌkov·;Diana; PharmDr. ;http://www.drmax.cz;praha.viteznenam@drmax.cz;225 574 363, 734 288 303;;1;Z;ANO;ANO
Dr.Max L…K¡RNA;83646000000;83995320;83646000;28511298;Znojmo;VÌdeÚsk· t¯Ìda 684/69;66902;KoÚarikov·;Tereza;Mgr. ;http://www.drmax.cz;znojmo.videnska@drmax.cz;225574384;;1;Z;;
Dr.Max L…K¡RNA;09995092000;09995630;09995092;28511298;Praha;Sokolovsk· 351/213;19000;Proch·zkov·;Alena;Mgr.;http://www.drmax.cz;praha.sokolovska@drmax.cz;225574312;;1;Z;;
Dr.Max L…K¡RNA;03995049000;03995920;03995049;28511298;Praha;Vinohradsk· 2577/178;13000;Stanchak;Oleksandra;Mgr.;http://www.drmax.cz;praha.vinohradska2@drmax.cz;225574372;;1;Z;;
Dr.Max L…K¡RNA;64645000000;64995500;64645000;28511298;JaromÏ¯;Husova 69;55101;Holubov·;Eva;Mgr.;http://www.drmax.cz;jaromer.husova@drmax.cz;225574503;;1;Z;;
Dr.Max L…K¡RNA;79017000002;79995510;79017000;28511298;St¯Ìteû;SpojovacÌ 1345;67401;Pacalov·;Edita ;Mgr.;https://www.drmax.cz;trebic.spojovaci@drmax.cz;225574344, 568421636;;1;Z;ANO;
Dr.Max L…K¡RNA;29995053000;29995670;29995053;28511298;NuËice;K Vypichu 497;25216;Bureö;Jan;PharmDr.;http://www.drmax.cz;lek600@drmax.cz;739616201;;0;Z;ANO;
Dr.Max L…K¡RNA;93995079000;93995640;93995079;28511298;Mohelnice;DruûstevnÌ 1417/37;78985;DedÌk;Ond¯ej;PharmDr.;www.drmax.cz;mohelnice.druûstevnÌ@drmax.cz;225574516;;1;Z;;
Dr.Max L…K¡RNA;82675000000;82995790;82675000;28511298;Vizovice;Masarykovo n·m. 1325;76312;Tkadlecov·;Ivana;Mgr.;http://www.drmax.cz;vizovice@drmax.cz;225574538, 577452393;;1;Z;;
Dr.Max L…K¡RNA;72995270000;72995186;72995270;28511298;Brno;Ve VaÚkovce 462/1;60200;ätrajtov·;Veronika;Mgr.;http://www.drmax.cz;brno.vankovka@drmax.cz;225 574 322;;1;Z;ANO;
Dr.Max L…K¡RNA;59893000000;59995590;59893000;28511298;⁄stÌ nad Labem;BÌlinsk· 3490/6;40001;Vobeck·;Nikola;Mgr.;http://www.drmax.cz;lek328@drmax.cz;225574328;;1;Z;;
Dr.Max L…K¡RNA;28178000000;28995540;28178000;28511298;Brand˝s nad Labem-Star· Boleslav;Z·psk· 2600;25001;Tra éeleznÌkov·;Thanh;Mgr.;http://www.drmax.cz;brandys.zapsk·@drmax.cz;225574387;;1;Z;;
Dr.Max L…K¡RNA;89100250000;89995920;89100250;28511298;UniËov;äumpersk· 527;78391;C·bov·;Petra;PharmDr.;http://www.drmax.cz;unicov@drmax.cz;225574373;;1;Z;;
Dr.Max L…K¡RNA;61560000001;61995850;61560000;28511298;Hradec Kr·lovÈ;t¯Ìda SNP 593/23;50003;Pol·Ëkov·;Lenka;PharmDr.;http://www.drmax.cz;LEK523@drmax.cz;225 574 523;;1;Z;;
Dr.Max L…K¡RNA;72995263000;72995178;72995263;28511298;Brno;Halasovo n·mÏstÌ 918/6b;63800;Dvo¯·Ëkov·;Dana;PharmDr.;http://www.drmax.cz;lek244@drmax.cz;225574244;;1;Z;;
Dr.Max L…K¡RNA;27640000000;27995520;27640000;28511298;Milovice;Italsk· 700;28924;Ji¯Ìkov·;Andrea;Mgr.;http://www.drmax.cz;lek377@drmax.cz;225 574 377;;1;Z;;
Dr.Max L…K¡RNA;64644000000;64995490;64644000;28511298;JaromÏ¯;Doleck· 974;55101;Milotinsk·;Hana;PharmDr.;http://www.drmax.cz;jaromer.dolecka@drmax.cz;225 574 385;;1;Z;;
Dr.Max L…K¡RNA;51565000000;51995670;51565000;28511298;Varnsdorf;N·rodnÌ 3314;40747;Sekula;Marek;PharmDr.;http://www.drmax.cz;varnsdorf@drmax.cz;225574271;;1;Z;;
Dr.Max L…K¡RNA;02995075000;02995700;02995075;28511298;Praha;Wilsonova 300/8;12000;KuËerov·;Barbora;PharmDr.;http://www.drmax.cz;praha.wilsonova@drmax.cz;225574358;;1;Z;;
Dr.Max L…K¡RNA;06995067000;06995530;06995067;28511298;Praha;SuchdolskÈ n·mÏstÌ 445/7;16500;Krejzov·;Kl·ra;Mgr.;http://www.drmax.cz;praha.suchdol@drmax.cz;225574359;;1;Z;;
Dr.Max L…K¡RNA;71346000001;71995570;71346000;28511298;Boskovice;Rovn· 2460/4;68001;Tesa¯ov·;Vladana;Mgr.;www.drmax.cz;boskovice@drmax.cz;225574320;;1;Z;;
Dr.Max L…K¡RNA;29995042000;29995630;29995042;28511298;DolnÌ B¯eûany;DÏlnick· 120;25241;Paik;Iveta;Mgr.;http://www.drmax.cz;dolni.brezany@drmax.cz, lek181@drmax.cz;225574181;;1;Z;;
Dr.Max L…K¡RNA;03995040000;09995510;03995040;28511298;Praha;V t¯eöÚovce 232/2;19000;BaËinsk·;Adri·na ;PharmDr.;http://www.drmax.cz;lek126@drmax.cz;225574126;;1;Z;;
Dr.Max L…K¡RNA;54337000001;54995570;54337000;28511298;Liberec;n·m. SoukennÈ 669/2a;46001;Veltrubsk·;PavlÌna;PharmDr.;http://www.drmax.cz;lek446@drmax.cz, liberec.soukenne@drmax.cz;225 574 446;;1;Z;;
Dr.Max L…K¡RNA;25995108000;25995380;25995108;28511298;MÏlnÌk;Vod·rensk· 3653;27601;Pavliöov·;Jana;PharmDr.;http://www.drmax.cz;melnik2@drmax.cz;315 601 574;;1;Z;;
Dr.Max L…K¡RNA;51572000000;51995630;51572000;28511298;DÏËÌn;⁄steck· 1905/8;40502;KoblÌûkov·;Martina;Mgr.;http://www.drmax.cz;decin2@drmax.cz;225574150;;1;Z;;
Dr.Max L…K¡RNA;26995024000;26995380;26995024;28511298;Kosmonosy; 1236;29306;Loudov·;Zina;Mgr.;http://www.drmax.cz;boleslav3@drmax.cz;225 574 139;;1;Z;ANO;
Dr.Max L…K¡RNA;61569000000;61995710;61569000;28511298;Hradec Kr·lovÈ;RaöÌnova t¯Ìda 1669;50002;»ern·;Lucie;PharmDr.;http://www.drmax.cz;hradec3@drmax.cz, lek146@drmax.cz;495 582 507, 225 574 146;;1;Z;;
Dr.Max L…K¡RNA;67351000000;67995260;67351000;28511298;Semily;Na M˝tÏ 587;51301;Br·zdil;AntonÌn;Mgr.;http://www.drmax.cz;semily@drmax.cz;225574136;;1;Z;;
Dr.Max L…K¡RNA;72995235000;72995154;72995235;28511298;Brno;Baöty 413/2;60200;Pet¯Ìkov·;Vendula;Mgr.;http://www.drmax.cz;"brno.basty@drmax.cz; lek222@drmax.cz";225574222;;1;Z;;ANO
Dr.Max L…K¡RNA;84990369000;84995351;84990369;28511298;NovÈ MÏsto na MoravÏ;Vratislavovo n·mÏstÌ 12;59231;Nepustilov·;Lenka;PharmDr. ;http://www.drmax.cz/;nmestonmor@drmax.cz;225574227;;1;Z;;
Dr.Max L…K¡RNA;73658000000;73995960;73658000;28511298;Tiönov;Ml˝nsk· 1927;66601;Gratiasov·;Pavla;Mgr.;www.drmax.cz;tisnov@drmax.cz;225574171;;1;Z;;
Dr.Max L…K¡RNA;01995068000;01995600;01995068;28511298;Praha;Na Po¯ÌËÌ 1048/30;11000;Malotinov·;Lucie;Mgr.;http://www.drmax.cz;praha.naporici@drmax.cz;225574191;;1;Z;;
Dr.Max L…K¡RNA;05995088000;05995640;05995088;28511298;Praha;Radlick· 520/117;15800;Sn·öelov·;Martina;Mgr.;http://www.drmax.cz;praha.radlicka@drmax.cz;225574194;;1;Z;ANO;
Dr.Max L…K¡RNA;73659000000;73995970;73659000;28511298;IvanËice; 1548;66491;ävejdov·;Jana;PharmDr. ;http://www.drmax.cz;ivancice@drmax.cz;225574220;;1;Z;;
Dr.Max L…K¡RNA;70649000000;70995420;70649000;28511298;»esk· T¯ebov·;Dr. E. Beneöe 692;56002;H¸blov·  ;Eva;Mgr.;http://www.drmax.cz;ctrebova@drmax.cz;225 574 205, 465 393 104;;1;Z;;
Dr.Max L…K¡RNA;59887000000;59995570;59887000;28511298;⁄stÌ nad Labem;Vöebo¯ick· 396/51a;40010;Cidlinov·;Blanka;PharmDr.;http://www.drmax.cz;usti2@drmax.cz;225574257;;1;Z;;
Dr.Max L…K¡RNA;89923000000;89995780;89923000;28511298;Olomouc;8. kvÏtna 515/19;77900;HladÌlkov·;Eva;Mgr.;http://www.drmax.cz;olomouc4@drmax.cz;225574192;;1;Z;;
Dr.Max L…K¡RNA;77636000000;77995420;77636000;28511298;Holeöov;PalackÈho 545/3;76901;äandov·;Petra;Mgr.;http://www.drmax.cz;holesov@drmax.cz;225574231;;1;Z;;
Dr.Max L…K¡RNA;02995069000;02995640;02995069;28511298;Praha;Karlovo n·mÏstÌ 313/8;12000;Brychta;Martin;Mgr.;http://www.drmax.cz;lek236@drmax.cz, praha.karlovo@drmax.cz;225574236;;1;Z;;
Dr.Max L…K¡RNA;81990354000;81995360;81990354;28511298;BuËovice;N·draûnÌ 320;68501;Svoboda;David;Mgr.;http://www.drmax.cz;bucovice@drmax.cz;225574256;;1;Z;;
Dr.Max L…K¡RNA;10995078000;10995980;10995078;28511298;Praha;P¯etluck· 3295/50;10000;TitÏrov·;Kate¯ina;PharmDr.;http://www.drmax.cz;praha.pretlucka@drmax.cz;225574282;;1;Z;;
Dr.Max L…K¡RNA;06995058000;06995450;06995058;28511298;Praha;Pod Paùankou 2743/1b;16000;Don·tov·;Martina;Mgr.;http://www.drmax.cz;lek206@drmax.cz;225574206;;1;Z;;
Dr.Max L…K¡RNA;74821000000;74995440;74821000;28511298;B¯eclav;J. Palacha 3152/3a;69002;Kupsov·;Irena;Mgr.;http://www.drmax.cz;breclav@drmax.cz;225574228;;1;Z;;
Dr.Max L…K¡RNA;79021000000;79995400;79021000;28511298;T¯ebÌË;BrnÏnsk· 360;67401;Prokeö;Richard;Mgr. ;http://www.drmax.cz;trebic@drmax.cz;225574185;;1;Z;;
Dr.Max L…K¡RNA;75666000000;75995830;75666000;28511298;VeselÌ nad Moravou;Stol·¯sk· 1758;69801;KadlËkov·;MarkÈta;Mgr.;http://www.drmax.cz/;veselinm@drmax.cz;225574429, 518 328 011;;1;Z;;
Dr.Max L…K¡RNA;93995070000;93995550;93995070;28511298;äumperk;V¯esov· 2908/11;78701;J‰ckelov·;Kamila;PharmDr.;http://www.drmax.cz;sumperk.vresova@drmax.cz;225574267;;1;Z;;
Dr.Max L…K¡RNA;72995254000;72995166;72995254;28511298;Brno;KubÌËkova 1080/6;63500;Samkov·;Irena;PharmDr.;http://www.drmax.cz;lek247@drmax.cz;225574247;;1;Z;;
Dr.Max L…K¡RNA;89965000000;89995870;89965000;28511298;Olomouc;Polsk· 1201/1;77900;VÌtkov·;Ludmila;Mgr.;http://www.drmax.cz;olomouc.polska@drmax..cz;225 574 324;;1;Z;;
Dr.Max L…K¡RNA;72995287000;72995206;72995287;28511298;Brno;Masarykova 444/1;60200;H·jkov·;Lenka;Mgr.;www.drmax.cz;brno.masarykova@drmax.cz;225574391;;1;Z;;
Dr.Max L…K¡RNA;72995204001;72995209;72995204;28511298;Brno;Bedna¯Ìkova 2893/1a;62800;ämardov·;Radmila;PharmDr.;www.drmax.cz, www.drmax.cz;lek348@drmax.cz, lek348@drmax.cz;225574348, 225574348;;1;Z;;
Dr.Max L…K¡RNA;72995203001;72995211;72995203;28511298;Brno;Netroufalky 770/14;62500;Koulov·;Romana;Mgr. ;https://www.drmax.cz;lek347@drmax.cz;225574347;;1;Z;ANO;
Dr.Max L…K¡RNA;09995078000;09995390;09995078;28511298;Praha;Mochovsk· 535/38;19800;Fleischerov·;Lucie;PharmDr.;http://www.drmax.cz;praha.mochovska@drmax.cz;225574453;;1;Z;;
Dr.Max L…K¡RNA;22995038000;22995400;22995038;28511298;Kladno;Italsk· 50;27201;Novotn·;Jana  ;PharmDr.;http://www.drmax.cz;kladno@drmax.cz;225 574 002;;1;Z;ANO;
Dr.Max L…K¡RNA;72995248001;72995780;72995248;28511298;Brno;Jugosl·vsk· 770/13;61300;Farah;Katrin;Mgr.;https://www.drmax.cz;brno.jugoslavska@drmax.cz;225 574 274;;1;Z;;
